TCGplayer Id,Product Line,Set Name,Product Name,Title,Number,Rarity,Condition,TCG Market Price,TCG Direct Low,TCG Low Price With Shipping,TCG Low Price,Total Quantity,Add to Quantity,TCG Marketplace Price,Photo URL
7582995,One Piece Card Game,Awakening of the New Era,Belo Betty (015) (Alternate Art),,OP05-015,R,Near Mint Foil,11.54,,9.96,8.97,4,0,1.0,
7871396,One Piece Card Game,500 Years in the Future,Monkey.D.Dragon (015),,OP07-015,SR,Near Mint Foil,8.1,,8.5,8.5,0,0,1.0,
