TCGplayer Id,Product Line,Set Name,Product Name,Title,Number,Rarity,Condition,TCG Market Price,TCG Direct Low,TCG Low Price With Shipping,TCG Low Price,Total Quantity,Add to Quantity,TCG Marketplace Price,Photo URL
"7871326","One Piece Card Game","500 Years in the Future","Ain","","OP07-002","R","Near Mint Foil","0.14","","1.3200","0.0100","","0","",""
"7871431","One Piece Card Game","500 Years in the Future","Aladine","","OP07-020","C","Near Mint","0.12","","1.3200","0.0100","","0","",""
"7871901","One Piece Card Game","500 Years in the Future","Atlas","","OP07-098","UC","Near Mint","0.14","","1.3600","0.0500","","0","",""
"7871371","One Piece Card Game","500 Years in the Future","Baccarat","","OP07-010","R","Near Mint Foil","0.22","","1.4100","0.1000","","0","",""
"7871501","One Piece Card Game","500 Years in the Future","Bartolomeo","","OP07-031","UC","Near Mint","0.14","","1.3400","0.0300","","0","",""
"7871486","One Piece Card Game","500 Years in the Future","Basil Hawkins","","OP07-029","SR","Near Mint Foil","0.42","","1.4600","0.1500","0","0","3.6800",""
"7871491","One Piece Card Game","500 Years in the Future","Basil Hawkins (Parallel)","","OP07-029","SR","Near Mint Foil","9.92","","9.8100","9.8100","1","0","11.0000",""
"7871841","One Piece Card Game","500 Years in the Future","Baskerville","","OP07-087","C","Near Mint","0.10","","1.3200","0.0100","","0","",""
"7871736","One Piece Card Game","500 Years in the Future","Big Bun","","OP07-070","UC","Near Mint","0.12","","1.3200","0.0100","","0","",""
"7872006","One Piece Card Game","500 Years in the Future","Blaze Slice","","OP07-116","R","Near Mint Foil","0.33","","1.5100","0.2000","","0","",""
"7871376","One Piece Card Game","500 Years in the Future","Bluejam","","OP07-011","C","Near Mint","0.09","","1.3200","0.0100","","0","",""
"7871536","One Piece Card Game","500 Years in the Future","Boa Hancock (038)","","OP07-038","L","Near Mint","0.14","","1.3600","0.0500","","0","",""
"7871541","One Piece Card Game","500 Years in the Future","Boa Hancock (038) (Parallel)","","OP07-038","L","Near Mint Foil","68.21","","66.9900","66.0000","","0","",""
"7871621","One Piece Card Game","500 Years in the Future","Boa Hancock (051)","","OP07-051","SR","Near Mint Foil","0.84","","1.6700","0.3600","0","0","6.4600",""
"7871626","One Piece Card Game","500 Years in the Future","Boa Hancock (051) (Parallel)","","OP07-051","SR","Near Mint Foil","16.63","","14.9900","13.6800","","0","",""
"7871631","One Piece Card Game","500 Years in the Future","Boa Hancock (051) (Parallel) (Manga)","","OP07-051","SR","Near Mint Foil","497.54","","598.9900","594.0000","","0","",""
"8375326","One Piece Card Game","500 Years in the Future","Boa Hancock (SP)","","OP07-051","SR","Near Mint Foil","234.45","","224.9900","220.0000","","0","",""
"7871636","One Piece Card Game","500 Years in the Future","Boa Marigold","","OP07-052","C","Near Mint","0.07","","1.3200","0.0100","","0","",""
"7871616","One Piece Card Game","500 Years in the Future","Boa Sandersonia","","OP07-050","C","Near Mint","0.06","","1.3200","0.0100","","0","",""
"7871611","One Piece Card Game","500 Years in the Future","Buckin","","OP07-049","C","Near Mint","0.03","","1.3200","0.0100","","0","",""
"7871696","One Piece Card Game","500 Years in the Future","Capote","","OP07-063","C","Near Mint","0.04","","1.3200","0.0100","","0","",""
"7871811","One Piece Card Game","500 Years in the Future","Captain John","","OP07-082","UC","Near Mint","0.04","","1.3200","0.0100","","0","",""
"7871451","One Piece Card Game","500 Years in the Future","Caribou","","OP07-023","UC","Near Mint","0.05","","1.3200","0.0100","","0","",""
"7871341","One Piece Card Game","500 Years in the Future","Carina","","OP07-005","R","Near Mint Foil","0.15","","1.3200","0.0100","","0","",""
"7871346","One Piece Card Game","500 Years in the Future","Carina (Parallel)","","OP07-005","R","Near Mint Foil","7.36","","7.7500","7.7500","","0","",""
"7871461","One Piece Card Game","500 Years in the Future","Coribou","","OP07-025","C","Near Mint","0.02","","1.3200","0.0100","","0","",""
"7871551","One Piece Card Game","500 Years in the Future","Crocodile","","OP07-040","UC","Near Mint","0.71","","1.8800","0.5700","","0","",""
"7871336","One Piece Card Game","500 Years in the Future","Curly.Dadan","","OP07-004","R","Near Mint Foil","0.06","","1.3200","0.0100","","0","",""
"7871526","One Piece Card Game","500 Years in the Future","Demonic Aura Nine-Sword Style Asura Demon Nine Flash","","OP07-036","R","Near Mint Foil","0.23","","1.4100","0.1000","","0","",""
"7871356","One Piece Card Game","500 Years in the Future","Dice","","OP07-007","C","Near Mint","0.03","","1.3200","0.0100","","0","",""
"7871366","One Piece Card Game","500 Years in the Future","Dogura & Magura","","OP07-009","C","Near Mint","0.04","","1.3200","0.0100","","0","",""
"7995221","One Piece Card Game","500 Years in the Future","DON!! Card (Alternate Art)","","","DON!!","Near Mint Foil","0.45","","1.5100","0.2000","0","0","0.6900",""
"8013762","One Piece Card Game","500 Years in the Future","DON!! Card (Boa Hancock) (Double Pack Set Vol. 4)","","","DON!!","Near Mint Foil","8.45","","8.5500","8.5500","0","0","6.8800",""
"8013772","One Piece Card Game","500 Years in the Future","DON!! Card (Trafalgar Law, Eustass Kid and Monkey.D.Luffy) (Double Pack Set Vol. 4)","","","DON!!","Near Mint Foil","1.93","","2.7600","1.4500","0","0","3.9400",""
"7871606","One Piece Card Game","500 Years in the Future","Donquixote Doflamingo","","OP07-048","UC","Near Mint","0.12","","1.3300","0.0200","","0","",""
"7872041","One Piece Card Game","500 Years in the Future","Donquixote Doflamingo (SP)","","OP01-073","R","Near Mint Foil","61.02","","58.1500","58.1500","0","0","64.8400",""
"7871571","One Piece Card Game","500 Years in the Future","Dracule Mihawk","","OP07-044","C","Near Mint","0.05","","1.3200","0.0100","","0","",""
"7871411","One Piece Card Game","500 Years in the Future","Dragon Breath","","OP07-017","UC","Near Mint","0.08","","1.3200","0.0100","","0","",""
"7871911","One Piece Card Game","500 Years in the Future","Edison","","OP07-100","C","Near Mint","0.08","","1.3200","0.0100","","0","",""
"7871546","One Piece Card Game","500 Years in the Future","Edward Weevil","","OP07-039","C","Near Mint","0.04","","1.3200","0.0100","","0","",""
"7872011","One Piece Card Game","500 Years in the Future","Egghead","","OP07-117","C","Near Mint","0.06","","1.3200","0.0100","","0","",""
"7872056","One Piece Card Game","500 Years in the Future","Eustass""Captain""Kid (SP)","","OP05-074","SR","Near Mint Foil","51.57","","49.7500","49.7500","","0","",""
"7871506","One Piece Card Game","500 Years in the Future","Fisher Tiger","","OP07-032","R","Near Mint Foil","0.16","","1.3200","0.0100","","0","",""
"7871671","One Piece Card Game","500 Years in the Future","Foxy (059)","","OP07-059","L","Near Mint","0.09","","1.3300","0.0200","","0","",""
"7871676","One Piece Card Game","500 Years in the Future","Foxy (059) (Parallel)","","OP07-059","L","Near Mint Foil","18.70","","18.7000","18.7000","","0","",""
"7871741","One Piece Card Game","500 Years in the Future","Foxy (071)","","OP07-071","R","Near Mint Foil","0.13","","1.3600","0.0500","","0","",""
"7871746","One Piece Card Game","500 Years in the Future","Foxy (071) (Parallel)","","OP07-071","R","Near Mint Foil","5.88","","5.7900","5.7900","0","0","8.0000",""
"7871946","One Piece Card Game","500 Years in the Future","Franky","","OP07-107","R","Near Mint Foil","0.75","","1.9300","0.6200","","0","",""
"7871951","One Piece Card Game","500 Years in the Future","Franky (Parallel)","","OP07-107","R","Near Mint Foil","17.55","","17.0000","17.0000","","0","",""
"7871941","One Piece Card Game","500 Years in the Future","Fuza","","OP07-106","C","Near Mint","0.03","","1.3200","0.0100","","0","",""
"7871406","One Piece Card Game","500 Years in the Future","Galaxy Wink","","OP07-016","R","Near Mint Foil","0.11","","1.3200","0.0100","","0","",""
"7871561","One Piece Card Game","500 Years in the Future","Gecko Moria (042)","","OP07-042","C","Near Mint","0.04","","1.3200","0.0100","","0","",""
"7871816","One Piece Card Game","500 Years in the Future","Gecko Moria (083)","","OP07-083","UC","Near Mint","0.07","","1.3200","0.0100","","0","",""
"7871711","One Piece Card Game","500 Years in the Future","Gina","","OP07-065","UC","Near Mint","0.25","","1.4600","0.1500","","0","",""
"7871821","One Piece Card Game","500 Years in the Future","Gismonda","","OP07-084","C","Near Mint","0.04","","1.3200","0.0100","","0","",""
"7871556","One Piece Card Game","500 Years in the Future","Gloriosa (Grandma Nyon)","","OP07-041","UC","Near Mint","0.14","","1.3600","0.0500","","0","",""
"7871726","One Piece Card Game","500 Years in the Future","Hamburg","","OP07-068","UC","Near Mint","0.06","","1.3200","0.0100","","0","",""
"7871846","One Piece Card Game","500 Years in the Future","Hattori","","OP07-088","UC","Near Mint","0.07","","1.3200","0.0100","","0","",""
"7871996","One Piece Card Game","500 Years in the Future","He Possesses the World's Most Brilliant Mind","","OP07-114","UC","Near Mint","0.09","","1.3600","0.0500","","0","",""
"7872001","One Piece Card Game","500 Years in the Future","I Re-Quasar Helllp!!","","OP07-115","C","Near Mint","0.07","","1.3200","0.0100","","0","",""
"7871881","One Piece Card Game","500 Years in the Future","Iron Body","","OP07-095","C","Near Mint","0.07","","1.3200","0.0100","","0","",""
"7871666","One Piece Card Game","500 Years in the Future","Island of Women","","OP07-058","C","Near Mint","0.07","","1.3200","0.0100","","0","",""
"7872051","One Piece Card Game","500 Years in the Future","Issho (SP)","","OP03-078","SR","Near Mint Foil","31.37","","20.4500","20.4500","0","0","43.0200",""
"7871681","One Piece Card Game","500 Years in the Future","Itomimizu","","OP07-060","UC","Near Mint","0.08","","1.3200","0.0100","","0","",""
"7872046","One Piece Card Game","500 Years in the Future","Izo (SP)","","OP03-003","R","Near Mint Foil","32.12","","29.9900","29.9900","","0","",""
"7871421","One Piece Card Game","500 Years in the Future","Jewelry Bonney (019)","","OP07-019","L","Near Mint","0.12","","1.3300","0.0200","","0","",""
"7871426","One Piece Card Game","500 Years in the Future","Jewelry Bonney (019) (Parallel)","","OP07-019","L","Near Mint Foil","74.73","","77.9100","73.9200","0","0","49.9700",""
"7871466","One Piece Card Game","500 Years in the Future","Jewelry Bonney (026)","","OP07-026","SR","Near Mint Foil","1.54","","2.1300","0.8200","0","0","2.9800",""
"7871471","One Piece Card Game","500 Years in the Future","Jewelry Bonney (026) (Parallel)","","OP07-026","SR","Near Mint Foil","29.50","","28.9800","28.9800","","0","",""
"7871476","One Piece Card Game","500 Years in the Future","Jinbe (027)","","OP07-027","C","Near Mint","0.04","","1.3200","0.0100","","0","",""
"7871576","One Piece Card Game","500 Years in the Future","Jinbe (045)","","OP07-045","SR","Near Mint Foil","1.89","","1.7000","0.3900","0","0","8.9800",""
"7871581","One Piece Card Game","500 Years in the Future","Jinbe (045) (Parallel)","","OP07-045","SR","Near Mint Foil","7.62","","5.9900","5.9900","","0","",""
"7871921","One Piece Card Game","500 Years in the Future","Jinbe (102)","","OP07-102","C","Near Mint","0.05","","1.3200","0.0100","","0","",""
"7871866","One Piece Card Game","500 Years in the Future","Joseph","","OP07-092","UC","Near Mint","0.05","","1.3200","0.0100","","0","",""
"7871801","One Piece Card Game","500 Years in the Future","Kaku","","OP07-080","R","Near Mint Foil","0.12","","1.3200","0.0100","","0","",""
"7871806","One Piece Card Game","500 Years in the Future","Kalifa","","OP07-081","C","Near Mint","0.07","","1.3200","0.0100","","0","",""
"7871521","One Piece Card Game","500 Years in the Future","Karmic Punishment","","OP07-035","C","Near Mint","0.03","","1.3200","0.0100","","0","",""
"7871416","One Piece Card Game","500 Years in the Future","Keep Out","","OP07-018","C","Near Mint","0.04","","1.3200","0.0100","","0","",""
"7871456","One Piece Card Game","500 Years in the Future","Koala","","OP07-024","C","Near Mint","0.05","","1.3200","0.0100","","0","",""
"7871976","One Piece Card Game","500 Years in the Future","Lilith","","OP07-111","SR","Near Mint Foil","0.56","","1.6600","0.3500","0","0","1.4800",""
"7871981","One Piece Card Game","500 Years in the Future","Lilith (Parallel)","","OP07-111","SR","Near Mint Foil","9.17","","8.7500","8.7500","0","0","10.4400",""
"7871986","One Piece Card Game","500 Years in the Future","Lucy","","OP07-112","R","Near Mint Foil","0.14","","1.3500","0.0400","","0","",""
"7871851","One Piece Card Game","500 Years in the Future","Maha","","OP07-089","C","Near Mint","0.03","","1.3200","0.0100","","0","",""
"7871646","One Piece Card Game","500 Years in the Future","Marguerite","","OP07-054","R","Near Mint Foil","0.23","","1.4600","0.1500","","0","",""
"7871386","One Piece Card Game","500 Years in the Future","Masked Deuce","","OP07-013","UC","Near Mint","0.07","","1.3200","0.0100","","0","",""
"7871786","One Piece Card Game","500 Years in the Future","Megaton Nine-Tails Rush","","OP07-078","C","Near Mint","0.07","","1.3200","0.0100","","0","",""
"7871391","One Piece Card Game","500 Years in the Future","Moda","","OP07-014","UC","Near Mint","0.06","","1.3200","0.0100","","0","",""
"7871766","One Piece Card Game","500 Years in the Future","Monda","","OP07-074","C","Near Mint","0.03","","1.3200","0.0100","","0","",""
"7871316","One Piece Card Game","500 Years in the Future","Monkey.D.Dragon (001)","","OP07-001","L","Near Mint","0.16","","1.3200","0.0100","","0","",""
"7871321","One Piece Card Game","500 Years in the Future","Monkey.D.Dragon (001) (Parallel)","","OP07-001","L","Near Mint Foil","15.42","","15.9900","15.0000","0","0","27.9600",""
"7871396","One Piece Card Game","500 Years in the Future","Monkey.D.Dragon (015)","","OP07-015","SR","Near Mint Foil","8.10","","8.5000","8.5000","0","0","2.9900",""
"7871401","One Piece Card Game","500 Years in the Future","Monkey.D.Dragon (015) (Parallel)","","OP07-015","SR","Near Mint Foil","26.41","","25.4900","24.5000","0","0","14.4900",""
"7871511","One Piece Card Game","500 Years in the Future","Monkey.D.Luffy (033)","","OP07-033","UC","Near Mint","0.13","","1.3200","0.0100","","0","",""
"7871761","One Piece Card Game","500 Years in the Future","Monkey.D.Luffy (073)","","OP07-073","R","Near Mint Foil","0.10","","1.3200","0.0100","","0","",""
"7871861","One Piece Card Game","500 Years in the Future","Monkey.D.Luffy (091)","","OP07-091","R","Near Mint Foil","0.18","","1.4300","0.1200","","0","",""
"7871961","One Piece Card Game","500 Years in the Future","Monkey.D.Luffy (109)","","OP07-109","SR","Near Mint Foil","3.10","","4.0000","2.6900","0","0","9.7000",""
"7871966","One Piece Card Game","500 Years in the Future","Monkey.D.Luffy (109) (Parallel)","","OP07-109","SR","Near Mint Foil","29.69","","28.8300","28.8300","","0","",""
"7871531","One Piece Card Game","500 Years in the Future","More Pizza!!","","OP07-037","UC","Near Mint","0.11","","1.3200","0.0100","","0","",""
"7871856","One Piece Card Game","500 Years in the Future","Morgans","","OP07-090","C","Near Mint","0.06","","1.3200","0.0100","","0","",""
"7871361","One Piece Card Game","500 Years in the Future","Mr. Tanaka","","OP07-008","UC","Near Mint","0.03","","1.3200","0.0100","","0","",""
"7871931","One Piece Card Game","500 Years in the Future","Nico Robin","","OP07-104","UC","Near Mint","0.19","","1.4000","0.0900","","0","",""
"7872061","One Piece Card Game","500 Years in the Future","O-Nami (SP)","","OP06-101","R","Near Mint Foil","164.32","","163.4700","163.4700","","0","",""
"7872036","One Piece Card Game","500 Years in the Future","Okiku (SP)","","OP01-035","R","Near Mint Foil","28.52","","27.9000","27.9000","","0","",""
"7871441","One Piece Card Game","500 Years in the Future","Otama","","OP07-022","R","Near Mint Foil","0.25","","1.4600","0.1500","","0","",""
"7871446","One Piece Card Game","500 Years in the Future","Otama (Parallel)","","OP07-022","R","Near Mint Foil","13.35","","13.9500","13.9500","","0","",""
"7871331","One Piece Card Game","500 Years in the Future","Outlook III","","OP07-003","R","Near Mint Foil","0.07","","1.3200","0.0100","","0","",""
"7871496","One Piece Card Game","500 Years in the Future","Pappag","","OP07-030","C","Near Mint","0.04","","1.3200","0.0100","","0","",""
"7871661","One Piece Card Game","500 Years in the Future","Perfume Femur","","OP07-057","R","Near Mint Foil","0.33","","1.4100","0.1000","","0","",""
"7871731","One Piece Card Game","500 Years in the Future","Pickles","","OP07-069","C","Near Mint","0.07","","1.3200","0.0100","","0","",""
"7871751","One Piece Card Game","500 Years in the Future","Porche","","OP07-072","SR","Near Mint Foil","1.64","","2.5100","1.2000","0","0","0.5000",""
"7871756","One Piece Card Game","500 Years in the Future","Porche (Parallel)","","OP07-072","SR","Near Mint Foil","13.79","","15.2000","15.2000","","0","",""
"7871381","One Piece Card Game","500 Years in the Future","Porchemy","","OP07-012","C","Near Mint","0.02","","1.3200","0.0100","","0","",""
"7871641","One Piece Card Game","500 Years in the Future","Portgas.D.Ace (053)","","OP07-053","R","Near Mint Foil","0.15","","1.3200","0.0100","","0","",""
"7872026","One Piece Card Game","500 Years in the Future","Portgas.D.Ace (119)","","OP07-119","SEC","Near Mint Foil","25.18","","25.4700","24.4800","0","0","14.7800",""
"7872031","One Piece Card Game","500 Years in the Future","Portgas.D.Ace (119) (Parallel)","","OP07-119","SEC","Near Mint Foil","43.92","","40.3500","40.3500","0","0","68.8700",""
"7871936","One Piece Card Game","500 Years in the Future","Pythagoras","","OP07-105","UC","Near Mint","0.13","","1.3400","0.0300","","0","",""
"7871791","One Piece Card Game","500 Years in the Future","Rob Lucci (079)","","OP07-079","L","Near Mint","0.11","","1.3200","0.0100","","0","",""
"7871796","One Piece Card Game","500 Years in the Future","Rob Lucci (079) (Parallel)","","OP07-079","L","Near Mint Foil","28.61","","27.9900","27.0000","","0","",""
"7871871","One Piece Card Game","500 Years in the Future","Rob Lucci (093)","","OP07-093","R","Near Mint Foil","0.11","","1.3200","0.0100","","0","",""
"7871516","One Piece Card Game","500 Years in the Future","Roronoa Zoro (034)","","OP07-034","UC","Near Mint","0.09","","1.3200","0.0100","","0","",""
"7871991","One Piece Card Game","500 Years in the Future","Roronoa Zoro (113)","","OP07-113","UC","Near Mint","0.10","","1.3300","0.0200","","0","",""
"7872016","One Piece Card Game","500 Years in the Future","Sabo","","OP07-118","SEC","Near Mint Foil","3.39","","4.3500","3.0400","0","0","3.9900",""
"7872021","One Piece Card Game","500 Years in the Future","Sabo (Parallel)","","OP07-118","SEC","Near Mint Foil","11.75","","11.2400","11.2400","","0","",""
"7871566","One Piece Card Game","500 Years in the Future","Salome","","OP07-043","UC","Near Mint","0.05","","1.3200","0.0100","","0","",""
"7871701","One Piece Card Game","500 Years in the Future","Sanji","","OP07-064","SR","Near Mint Foil","8.88","","8.0000","8.0000","0","0","6.9700",""
"7871706","One Piece Card Game","500 Years in the Future","Sanji (Parallel)","","OP07-064","SR","Near Mint Foil","46.21","","43.7500","43.7500","0","0","42.9800",""
"7871481","One Piece Card Game","500 Years in the Future","Scratchmen Apoo","","OP07-028","C","Near Mint","0.04","","1.3200","0.0100","","0","",""
"7871586","One Piece Card Game","500 Years in the Future","Sengoku","","OP07-046","R","Near Mint Foil","0.94","","1.9600","0.6500","","0","",""
"7871591","One Piece Card Game","500 Years in the Future","Sengoku (Parallel)","","OP07-046","R","Near Mint Foil","7.90","","7.2000","7.2000","","0","",""
"7871916","One Piece Card Game","500 Years in the Future","Shaka","","OP07-101","UC","Near Mint","0.18","","1.4400","0.1300","","0","",""
"7871876","One Piece Card Game","500 Years in the Future","Shave","","OP07-094","UC","Near Mint","0.04","","1.3200","0.0100","","0","",""
"7871656","One Piece Card Game","500 Years in the Future","Slave Arrow","","OP07-056","UC","Near Mint","0.11","","1.3200","0.0100","","0","",""
"7871771","One Piece Card Game","500 Years in the Future","Slow-Slow Beam","","OP07-075","UC","Near Mint","0.08","","1.3300","0.0200","","0","",""
"7871776","One Piece Card Game","500 Years in the Future","Slow-Slow Beam Sword","","OP07-076","C","Near Mint","0.09","","1.3200","0.0100","","0","",""
"7871651","One Piece Card Game","500 Years in the Future","Snake Dance","","OP07-055","C","Near Mint","0.10","","1.3200","0.0100","","0","",""
"7871836","One Piece Card Game","500 Years in the Future","Spandam","","OP07-086","C","Near Mint","0.06","","1.3200","0.0100","","0","",""
"7871351","One Piece Card Game","500 Years in the Future","Sterry","","OP07-006","C","Near Mint","0.03","","1.3200","0.0100","","0","",""
"7871826","One Piece Card Game","500 Years in the Future","Stussy","","OP07-085","SR","Near Mint Foil","0.53","","1.5300","0.2200","0","0","0.4800",""
"7871831","One Piece Card Game","500 Years in the Future","Stussy (Parallel)","","OP07-085","SR","Near Mint Foil","10.96","","11.0000","11.0000","","0","",""
"7871886","One Piece Card Game","500 Years in the Future","Tempest Kick","","OP07-096","R","Near Mint Foil","0.58","","1.7000","0.3900","","0","",""
"7871721","One Piece Card Game","500 Years in the Future","Tonjit","","OP07-067","C","Near Mint","0.03","","1.3200","0.0100","","0","",""
"7871716","One Piece Card Game","500 Years in the Future","Tony Tony.Chopper (066)","","OP07-066","R","Near Mint Foil","0.57","","1.5500","0.2400","","0","",""
"7871926","One Piece Card Game","500 Years in the Future","Tony Tony.Chopper (103)","","OP07-103","C","Near Mint","0.07","","1.3200","0.0100","","0","",""
"7991154","One Piece Card Game","500 Years in the Future","Trafalgar Law (010) (TR)","","ST10-010","SR","Near Mint Foil","19.77","","19.8000","19.8000","0","0","56.9100",""
"7871596","One Piece Card Game","500 Years in the Future","Trafalgar Law (047)","","OP07-047","R","Near Mint Foil","0.42","","1.4700","0.1600","","0","",""
"7871601","One Piece Card Game","500 Years in the Future","Trafalgar Law (047) (Parallel)","","OP07-047","R","Near Mint Foil","5.92","","6.1500","6.1500","0","0","11.9900",""
"7871436","One Piece Card Game","500 Years in the Future","Urouge","","OP07-021","R","Near Mint Foil","0.14","","1.3800","0.0700","","0","",""
"7871906","One Piece Card Game","500 Years in the Future","Usopp","","OP07-099","C","Near Mint","0.06","","1.3200","0.0100","","0","",""
"7871956","One Piece Card Game","500 Years in the Future","Vega Force 01","","OP07-108","C","Near Mint","0.05","","1.3200","0.0100","","0","",""
"7871891","One Piece Card Game","500 Years in the Future","Vegapunk","","OP07-097","L","Near Mint","0.10","","1.3300","0.0200","","0","",""
"7871896","One Piece Card Game","500 Years in the Future","Vegapunk (Parallel)","","OP07-097","L","Near Mint Foil","34.55","","34.8800","33.8900","","0","",""
"7871691","One Piece Card Game","500 Years in the Future","Vinsmoke Reiju","","OP07-062","C","Near Mint","0.10","","1.3200","0.0100","","0","",""
"7871686","One Piece Card Game","500 Years in the Future","Vinsmoke Sanji","","OP07-061","C","Near Mint","0.06","","1.3200","0.0100","","0","",""
"7871781","One Piece Card Game","500 Years in the Future","We're Going to Claim the One Piece!!!","","OP07-077","R","Near Mint Foil","0.26","","1.4100","0.1000","","0","",""
"7871971","One Piece Card Game","500 Years in the Future","York","","OP07-110","C","Near Mint","0.07","","1.3200","0.0100","","0","",""
"7922882","One Piece Card Game","500 Years in the Future Pre-Release Cards","Aladine","","OP07-020","C","Near Mint","0.46","","1.5600","0.2500","","0","",""
"7923197","One Piece Card Game","500 Years in the Future Pre-Release Cards","Atlas","","OP07-098","UC","Near Mint","3.99","","5.3100","4.0000","","0","",""
"7923102","One Piece Card Game","500 Years in the Future Pre-Release Cards","Bartolomeo","","OP07-031","UC","Near Mint","4.62","","9.9900","9.9900","","0","",""
"7923012","One Piece Card Game","500 Years in the Future Pre-Release Cards","Baskerville","","OP07-087","C","Near Mint","0.34","","1.5200","0.2100","","0","",""
"7923162","One Piece Card Game","500 Years in the Future Pre-Release Cards","Big Bun","","OP07-070","UC","Near Mint","1.70","","2.7400","1.4300","","0","",""
"7922867","One Piece Card Game","500 Years in the Future Pre-Release Cards","Bluejam","","OP07-011","C","Near Mint","0.27","","1.4800","0.1700","","0","",""
"7922942","One Piece Card Game","500 Years in the Future Pre-Release Cards","Boa Marigold","","OP07-052","C","Near Mint","0.22","","1.3400","0.0300","","0","",""
"7922937","One Piece Card Game","500 Years in the Future Pre-Release Cards","Boa Sandersonia","","OP07-050","C","Near Mint","1.02","","2.1600","0.8500","","0","",""
"7922932","One Piece Card Game","500 Years in the Future Pre-Release Cards","Buckin","","OP07-049","C","Near Mint","0.36","","1.5000","0.1900","","0","",""
"7922967","One Piece Card Game","500 Years in the Future Pre-Release Cards","Capote","","OP07-063","C","Near Mint","0.49","","1.5600","0.2500","","0","",""
"7923172","One Piece Card Game","500 Years in the Future Pre-Release Cards","Captain John","","OP07-082","UC","Near Mint","0.45","","1.5300","0.2200","","0","",""
"7923097","One Piece Card Game","500 Years in the Future Pre-Release Cards","Caribou","","OP07-023","UC","Near Mint","0.60","","1.7800","0.4700","","0","",""
"7922892","One Piece Card Game","500 Years in the Future Pre-Release Cards","Coribou","","OP07-025","C","Near Mint","0.28","","1.4500","0.1400","","0","",""
"7923122","One Piece Card Game","500 Years in the Future Pre-Release Cards","Crocodile","","OP07-040","UC","Near Mint","12.45","","12.5800","12.5800","","0","",""
"7922857","One Piece Card Game","500 Years in the Future Pre-Release Cards","Dice","","OP07-007","C","Near Mint","0.31","","1.4700","0.1600","","0","",""
"7922862","One Piece Card Game","500 Years in the Future Pre-Release Cards","Dogura & Magura","","OP07-009","C","Near Mint","0.23","","1.3600","0.0500","","0","",""
"7923137","One Piece Card Game","500 Years in the Future Pre-Release Cards","Donquixote Doflamingo","","OP07-048","UC","Near Mint","1.94","","4.8000","3.4900","","0","",""
"7922927","One Piece Card Game","500 Years in the Future Pre-Release Cards","Dracule Mihawk","","OP07-044","C","Near Mint","0.56","","1.5400","0.2300","","0","",""
"7923092","One Piece Card Game","500 Years in the Future Pre-Release Cards","Dragon Breath","","OP07-017","UC","Near Mint","0.67","","1.6600","0.3500","","0","",""
"7923037","One Piece Card Game","500 Years in the Future Pre-Release Cards","Edison","","OP07-100","C","Near Mint","0.83","","1.9900","0.6800","","0","",""
"7922917","One Piece Card Game","500 Years in the Future Pre-Release Cards","Edward Weevil","","OP07-039","C","Near Mint","0.45","","1.4600","0.1500","","0","",""
"7923072","One Piece Card Game","500 Years in the Future Pre-Release Cards","Egghead","","OP07-117","C","Near Mint","1.10","","2.0000","0.6900","","0","",""
"7923052","One Piece Card Game","500 Years in the Future Pre-Release Cards","Fuza","","OP07-106","C","Near Mint","0.28","","1.4800","0.1700","","0","",""
"7922922","One Piece Card Game","500 Years in the Future Pre-Release Cards","Gecko Moria (042)","","OP07-042","C","Near Mint","0.45","","1.4300","0.1200","","0","",""
"7923177","One Piece Card Game","500 Years in the Future Pre-Release Cards","Gecko Moria (083)","","OP07-083","UC","Near Mint","0.68","","1.8000","0.4900","","0","",""
"7923152","One Piece Card Game","500 Years in the Future Pre-Release Cards","Gina","","OP07-065","UC","Near Mint","7.79","","14.9900","14.9900","","0","",""
"7923002","One Piece Card Game","500 Years in the Future Pre-Release Cards","Gismonda","","OP07-084","C","Near Mint","0.33","","1.4100","0.1000","","0","",""
"7923127","One Piece Card Game","500 Years in the Future Pre-Release Cards","Gloriosa (Grandma Nyon)","","OP07-041","UC","Near Mint","5.45","","5.3000","5.3000","","0","",""
"7923157","One Piece Card Game","500 Years in the Future Pre-Release Cards","Hamburg","","OP07-068","UC","Near Mint","0.71","","1.8100","0.5000","","0","",""
"7923182","One Piece Card Game","500 Years in the Future Pre-Release Cards","Hattori","","OP07-088","UC","Near Mint","1.41","","2.5000","1.1900","","0","",""
"7923222","One Piece Card Game","500 Years in the Future Pre-Release Cards","He Possesses the World's Most Brilliant Mind","","OP07-114","UC","Near Mint","5.22","","4.4900","3.1800","","0","",""
"7923067","One Piece Card Game","500 Years in the Future Pre-Release Cards","I Re-Quasar Helllp!!","","OP07-115","C","Near Mint","4.69","","5.0000","5.0000","","0","",""
"7923027","One Piece Card Game","500 Years in the Future Pre-Release Cards","Iron Body","","OP07-095","C","Near Mint","0.28","","1.4600","0.1500","","0","",""
"7922952","One Piece Card Game","500 Years in the Future Pre-Release Cards","Island of Women","","OP07-058","C","Near Mint","0.39","","1.5300","0.2200","","0","",""
"7923147","One Piece Card Game","500 Years in the Future Pre-Release Cards","Itomimizu","","OP07-060","UC","Near Mint","4.30","","5.0000","5.0000","","0","",""
"7922897","One Piece Card Game","500 Years in the Future Pre-Release Cards","Jinbe (027)","","OP07-027","C","Near Mint","0.45","","1.5100","0.2000","","0","",""
